text,label
"Ой, а ты чо, не читал совсем? Блин, вот щас прям обидно стало.
",0.0
"Я был довольно болезненным, меня температура порадовала галлюцинацией - будто я в звездолете, за окном огоньки, туманности, темень и какой-то негр - пилот мне удивленно: ты здесь откуда? на борту тебя быть не должно, проваливай давай. Пассажиры начали между собой спорить, уходить мне или остаться, негр уже люк отварял, типа : выпрыгивай сюды... Видимо такой приход оттого, что я в то время фантастику читал.
",0.0
"Только у меня в голове фоном музыка бала сатаны прозвучала?
",0.0
"Шоб тебе индивидуальную скидку в 20 дать
",0.0
"Так ты не пикабушник? Где твои 49,5?
",0.0
"Какой ты строитель?Офисный?
",0.0
"во-первых это было уже написано выше и смысл повторяться?) во-вторых раз тебе до жопы то смысл вообще как то реагировать на то что он не написал коммент?) Хотя можешь не отвечать) ведь мне всего то 26) я слишком молод, ведь возраст у меня меньше чем у тапка)
",0.0
"beer cork ищи на ибее, а не попрошайничай
",0.0
"хохохо, а ты хорош! В
",0.0
"Все согласны, блядь. Всем по полному ебучему завтраку, подводит итог Бегби. Рентон не верит своим ушам. Ему хочется послать Бегби на хуй. Но он перебарывает этот порыв и только медленно качает головой: Я не ем мяса, Франко. баное вегетарианство. баный пиздёж. Ты должен есть мясо. баный торчок заботится, на хуй, о том, что он вводит в свой в организм! Я угораю, бля! Просто я не люблю мяса, отвечает Рентон, чувствуя себя полным дураком, и все начинают хихикать. Только не пизди мне о том, что тебе жалко ёбаных животных. Вспомни тех ёбаных собак и кошек, в которых мы с тобой, на хуй, стреляли из духовых ружбаек! А ещё ёбаных голубей, которых мы жгли живьём. Этот чувак делал ебучие шутихи типа как фейерверки из белых мышей. Мне не жалко животных. Просто я не могу их есть, Рентон пожимает плечами, смущённый тем, что Келли узнала о его подростковых зверствах. Бессердечные ублюдки. Не представляю, как можно выстрелить в собаку, ехидничает Элисон, качая головой. А я не представляю себе, как можно убить и съесть свинью, Рентон показывает на бекон и сосиску у неё на тарелке. Это разные вещи. Картошка озирается вокруг: Это, э, это самое Рентс поступает правильно, но только типа как неправильно объясняет. Мы никогда, это самое, не научимся любить друг друга, если не будем заботиться о тех, кто слабее нас, это самое, животных там, и всё такое но хорошо, что Рентс вегетарианец это самое, если ты можешь воздерживаться это самое Бегби неуклюже трясётся всем телом и жестом заставляет Картошку замолчать. Остальные смеются. Рентон, благодарный Картошке за попытку поддержать его, вмешивается, чтобы перевести огонь на себя. Дело не в воздержании. Просто я терпеть не могу мяса. Меня от него тошнит. Вот и всё. И всё равно я говорю, блядь, что ты хочешь всё, на хуй, пересрать. Почему? Потому что я так сказал, блядь, вот почему, на хуй! шипит Бегби, показывая на себя. Рентон опять пожимает плечами. Спорить дальше нет смысла. Самые эгоистичные люди - это вегетарианцы, да.
",0.0
"Хорошо. Но как-то... По-детски. Тебе сколько лет?
",0.0
"Сравнивать Германию и Японию: у которых цель захвата территорий - это завоевание жизненного пространства для великой нации и страну советов, у которой цель - создание достойных условий жизни для рабочего класса (важные замечания: 1) я не ошибся, когда написал про классы, при социализме они ещё есть и 2) под рабочими понимаются все те, кто, как ни странно - работают не присваивают результат чужого труда , а не только пролетарий на заводах). И факт того, что вы их отождествляете говорит или о вашей неграмотности или о том, что вы намеренно лжёте.
",0.0
"Не будешь за Мадуро, будешь торговать спичками на развес. Так что служивых на госпайке я понять желудком могу, но умом эту мерзкую службу на такого упыря не понимаю.
",0.0
"бордель, замаскированный под стриптиз-клуб замаскированный
",0.0
"Ты крутая. Бэнкси отдыхает
",0.0
"Bloomberg узнал о проработке сценария оставления Путина у власти По словам собеседников агентства Bloomberg, один из них предполагает объединение России с Белоруссией. Против такого варианта ранее выступал Лукашенко, а российский посол говорил, что Москва таких предложений не делала В президентской администрации рассматриваются различные варианты, которые позволят Владимиру Путину остаться у власти как можно дольше, сообщили Bloomberg три источника, близкие к Кремлю. Один из сценариев предполагает создание нового государства путем объединения с Белоруссией , новую страну возглавит Путин, что позволит ему обойти конституционные ограничения по количеству президентских сроков. Политолог и бывший сотрудник администрации президента Андрей Колядин сказал агентству, что в Кремле активно обсуждали и сценарий, схожий с тем, что сейчас происходит в Казахстане. Москва будет следить за тем, насколько Нурсултан Назарбаев после отставки с поста президента Казахстана сможет контролировать ситуацию и как будет распределено влияние в новой конфигурации, сказал главный редактор сайта Московского центра Карнеги Александр Баунов. Повторить стратегию Назарбаева в России невозможно, сказал агентству политолог Аркадий Дубнов, потому что политическая система России устроена сложнее, чем казахстанская. РБК направил запрос пресс-секретарю президента Дмитрию Пескову. В декабре 2018 года президент Белоруссии Александр Лукашенко на пресс-конференции сказал, что Москва под предлогом глубокой интеграции хочет включить страну в состав России. А некоторые прямо говорят: мы готовы, чтобы вы шестью областями вошли в состав Российской Федерации , заявил он. Однако посол России в Минске Михаил Бабич 1 марта сказал, что таких предложений не было и что Москва выступает за развитие Союзного государства России и Белоруссии.
",0.0
"По мясу уже перегнали СССР Занятно, что по статистике в 1990-м СССР била рекорды по производству мяса. Но в магазинах почему-то хуй чего найти было.
",0.0
"скрим у девицы слабоват Дружище, а у какой женщины ты слышал хорошо звучащий экстрим-вокал?
",0.0
"меня тут на хуй послали и модератор даже не отреагировал, пришлось банить идиота. А ВЫ говорите, что работает .
",0.0
"Ты ему еще и полтос накинул
",0.0
"Твоя мать настолько жирная, что больше... про это шутеячка ? Я вижу так, для меня мама имеет большее значение чем вся та здоровая хуйня
",0.0
"- Это ты мне приготовил? Тук-тук, твою мать!..
",0.0
"что делать? - свети-ться -ться -ться -ться -ться -ться!!!!!! достали грамотеи.
",0.0
"Сказки то не рассказывайте, такое возможно только если деревня в нескольких километрах от города, сам живу в пфо Оренбуржье, у нас дорогу 2 дня почистить не могли, ибо 1 трактор на 3 деревни
",0.0
"Для тебя котик - имущество?
",0.0
"Я понимаю что ты поймал волну и пишешь как нравится. Но попробуй меньше мата, его щас прям много лишнего.
",0.0
"Во первых, проститутка тоже может. Может. И будет потом с финишем от сутенёра ходить. Ну или не может. Потому что тот же самый сутенёр будет её шантажировать. добавим еще более нежелательную профессию - военный Военным платят больше. И престиж у профессии весьма высокий. И социальные гарантии, типа выплат за звание, выслугу, квартир, ранней пенсии у них имеются. У проституток всего этого нет. И не будет даже при легализации. Вместо ранней пенсии их выкинут на мороз с голой жопой и заменят её другой. В третьих, шахтер подвергается не насилию, а опасности и вредным условиям труда НАМНОГО больше проститутки. Вредность шахтёрской профессии классифицируется по СОУТ, в результате прохождения коей шахтёру опять же начисляются соц.гарантии в виде доп.выплат, отпусков, год за полтора и т.д. У проституток даже при легализации такая классификация никем проводиться не будет. Престиж не так высок, но шахтёра никто не будет осуждать за ту деятельность, которой он занимается. Полицейский, снова же, имеет риск подвергнутся насилию больше, так как взаимодействует с криминалом Точно так же, как и проститутка. Не только с криминалом, но и с любым неадекватом, у которого появилась бумажка с видами Владивостока и который возомнил, что ему всё дозволено. Опять же у проституток не будет никаких о соц.гарантий, которые есть у полицейских. И не появится даже при легалайзе. Вообще, если вы пытаетесь доказать что проституция - самая опасная профессия в мире, то это как-то нелепо. Я пытаюсь доказать, что проституция - это продажа людей. Где самыми незащищёнными и наименее оплачиваемыми оказываются те самые люди, которых продают. А главным злом являются покупатели. И легализация этого никак не изменит.
",0.0
"Во-первых, почему ты ко мне в женском роде обращаешься? В профиле у меня написано- пол мужской. Во-вторых, не передёргивай ситуацию, изнасилование какое-то тянешь. Причём здесь это? Нормально же говорят, не давай в садик никаких ценностей, телефонов дорогих и т.д.
",0.0
"Ты чо. Нивстиме значит пидоры. Нахуй их гогверсия и всё такое. Нахуй эпик сторе! Скачаю с торрента
",0.0
"Ммм... Проблема цыган и наркотрафика есть? Есть! Ее решать надо? Надо! Если я завтра вьеду в толпу цыган вы меня тоже поддержите?
",0.0
"До 17 года государство не строило школ для безсословия. Да и принимать в частные учебки простой люд начали недавно, на тот момент. Государство вообще не занималось системно школами, и поначалу мешало и другим. Но в итоге стало так - сами не занимаемся, но и частникам не мешаем. Все это я почерпнул отсюда, от знающего автора. И мне в это вполне верится.
",0.0
"Ля! Ты смотри курит, звоните Вальке. Скажите что муж дымится. Ps: Это типо отсылочка на шуточки в сваты
",0.0
"Прикол в том, что расы white не существует ни в одном учебники этнологии, генетики или антропологии. Это сленг быдла. Европеоиды не обязаны быть похожими на больных малокровием. Большая часть европейцев смуглые, так что охуевшие северяне похожие на больных чехоткой могут сосат. Сама европа произошла из Греции и Италии, жители которых смуглые. 1.5 млд европейцев смуглые, и только шайка северян которые не видят солнца бледные
",0.0
"Очень даже разделимы. Достаточно знать мотивы гомосексуального поведения у животных (которых Вы, как мне кажется, не знаете), и всё становится на места. А, как Вы выразились, перманентное поведение (т.е. однозначное предпочтение партнёров своего пола и игнорирование партнёров противоположного пола) наблюдалось только у баранов. Пути эволюции, конечно, неисповедимы, но я сомневаюсь, что у геев были бараны среди предков.
",0.0
"А вы оптимист) в день машина в такси проходит край 250, т.е в год 80 т.к (обычный человек наматывает порядка 20-25т.км). мы тут обсуждали не тачки за лям, а авто за 300т, которая в цене потеряет за три года дай бог пол цены, а при условии той амортизации что описана выше - это смех, прочтите внимательно, там все разобрали. вот тут -
",0.0
"Военные Базы!!!!!!! Ты что не понимаишь!!!!!! Военные!!!!!!!!! Кругом война! Никаких прочих идей не существует. А в школе - вам нагло врут!
",0.0
"не знаю за что тебя минусят, в целом любые крайности всегда не так хорошо - что полная свобода слова, что полная цензура тебя вот минусят, а когда благодаря свободе слова кто-то безнаказанно агитирует например за отказ от прививок эти минусители слюной изойдут кричать мол заткните их
",0.0
"Так оно и есть, кругом лентяи...
",0.0
"И тебя упекут в дурку заботливые прохожие, когда ты будешь с ней общаться. То есть, не с ней, а с пустым местом. И дрочить не на неё, а на пустое место.
",0.0
"Видимо, не приписывала (по крайней мере, для пенсии - пенсионное обеспечение для колхозников ввели намного позже), однако в царской России регистрация рождений и смертей была возложена на церковь и велась эта метрика только для православных. В сочетании с массовой неграмотностью это дало массовые ошибки в определении возраста, когда уже в советское время бывшим иноверцам начали выдавать паспорта. Насколько я понял по структуре образования Казанской губернии, до революции там было невозможно поступить и окончить трёхлетку, не зная русского языка. Для знающих только свой язык татар и чувашей (как крещённых, так и мусульман) предусматривалась однолетка. Зато трёхлетку бабушка вашего мужа вполне могла окончить уже в советское время в рамках Ликбеза. Я думаю, что когда в конце 20-х началась выдача паспортов всем сельским жителям, произошло недоразумение - бабушка сама не знала точно свой возраст, а готовивший документы служащий понял её слова про позднее вступление в брак, так, как это понималось в городе. В деревне же и 18 лет тогда уже считалось для девушек поздним сроком для выхода замуж, в русской, по крайней мере. Бабушка рассказывала, что её свидетельство о рождении выдавалось гораздо позже, и указанная в нём дата рождения 1 августа скорее всего неверна - её мать, моя прабабушка говорила, что точную дату не помнила и называла просто август.
",0.0
"Настенька, как здорово, что ты написала. Я ждала, я написала коммент, но ты не отвечала. Я действительно запереживала. Было грустно заходить на пикабу. А потом я увидела плюсик у коммента и поняла, что ты боец и просто сейчас не самое лучшее время для написания постов. Обнимаю
",0.0
"Праздник так уж праздник! Петерок проказник!
",0.0
"Тред лучшего кашевара всея Ютуба. Козлодорадины - вэлкам.
",0.0
"Думаю мысль мою поняли. Ну, а безграмотность, что поделать, плохо учился я русскому. С закономерной тройкой, школу покинул.
",0.0
"А вот будет ли возможность? Одного моего знакомого упоротая мама в дурку упекла по одной ей ведомой причине. После такого съехать становится сильно сложнее.
",0.0
"секта отрицания морали в треде!
",0.0
"приходит умный человек и помогает ему научиться печатать всеми 10-ю пальцами. Нет, он просто говорит, что печатать одним пальцем - нормально, что однопальцевые - это вариант нормы, в древней Греции печатать одним пальцем было мужественно и т.д. Насчет последнего абзаца - опять же это стереотипы. Женщина, умеющая драться - лесбуха? Потому что драться - задача мужчины ? Мужчина, любящий шопиться и готовить - пидор? Мужчина, ухаживающий за собой? Красящий губы и носящий стринги - пидор? Кто решил, что косметика и стринги - удел женщин? Формально, это просто одежда. А если мужчина любит анальные ласки со своей девушкой? С чего бы он от этого стал пидором или, тем более, женщиной в мужском теле ? Моя мысль в одном абзаце. Нет нормы, и не отклонений. Нет внутренних границ. Бывают сексуальные предпочтения и желания. И отличия умного подхода от подхода в лоб - не ставить в этих предпочтениях жестких границ, перенося людей из группу в группу . Отказываться от классификации людей. Разделять и классифицировать людей - это простите, недобитый фашизм, пусть и не ставящий своей целью истребление.
",0.0
"а шакалы так вообще офигенные!
",0.0
"Открой Русскую грамматику РАН. Институт русского языка им. В.В.Виноградова. М., 2005. Т. 1. С. 506, 1220
",0.0
"Нужно немного отомстить русским : В Новосибирске осудили гастарбайтера, который спонсировал террористов.
",0.0
"Когда тебя насилуют нельзя отбиваться. Когда тебя убивают нельзя защищаться. Почему же ты не вспоминаешь о сотнях миллионах, погибших от рук капитала. Ежедневно люди гибнут в капиталистических войнах, организованных ради прибыли. Чего ты о них не вспоминаешь? Когда бандит вломится в твой дом, не сопротивляйся. Дай ему убить тебя.
",0.0
"А я бы даже переплатил, умничка, у тебя хорошо получается
",0.0
"У тётки такой же был, сарай с баранами охранял. Он себе морду по молодости почти так же расковырял о гвоздь, когда будку грыз. Тётка приходит, а псина вся в кровище и радостная лает сидит. Дурной пёс был.
",0.0
"шлюх-шпионок Чапман, Бутина тупорылое КГБ Баширов, Петров, чек на такси от места службы в аэропорт Фильм то документальный, получается.
",0.0
"Ну зашибись. Мне гланды удалили, остаётся ползти в сторону кладбища
",0.0
"Эта та история, что наука? Или та, что конкретно в твоей голове обитает?
",0.0
"Сексизм во всей красе! Вы - Веган?
",0.0
"Алло, дорогой, только что по радио передали, что один придурок прет по встречке. Будь осторожнее. Один??? Да их тут сотни!
",0.0
"Не, нихуя. Любой идиот знает, что Абдуль просто отдал Внуку свои каналы, свои старые видосы, свой с комп с морфером и даже пустил Внука к себе жить.
",0.0
"Все обьясняется ,очень просто. Запомните-людям П-О-Х-У-Й Будешь кровью истекать, криком кричать-им наплевать. Будь они хоть в фуражках, хоть в белых халатах-каждый думает только о себе. Так было-так будет.Умейте позаботиться о себе сами.
",0.0
"Хули ты тут рыбой машеш? Где блядь тевтонцы????
",0.0
"Пьяного-могила исправит!
",0.0
"Тайм-коды: 1:05 - от отличии Красной Армии от современной российской 8:08 - о роли Троцкого в создании и развитии РККА 12:12 - почему РККА отказалась от схемы добровольного призыва 16:20 - было ли восстановление офицерских чинов в Красной Армии контрреформой? 23:13 - об истреблении офицерства в 1937-1939 годах 28:10 - неэффективность Красной Армии и тактика закидывания трупами 35:47 - о потерях РККА и немецкой армии в годы Второй мировой 37:57 - изнасилованная Германия 1945-го 41:55 - об Афганской войне 44:45 - как советские генералы предали СССР на его закате 47:50 - Красная Армия будущего - какая она?
",0.0
"Глубокая - это когда с языком...
",0.0
"Чмоки тебя везде, ты не в Самаре часом?
",0.0
"В том- то и дело, что надо прописывать все в положении. Но лучше прописывать от достижений, а не от нарушений. И не заменять часть оклада фиксированной премией. Некоторые герои , у кого работники сидят на минималке, добавляют фиксированную премию, урезая оклад. Вроде как после всех начислений и минималка выходит, а после вот таких вот урезаний за косяки- уже нет. И тут приплывает господин работодатель по- полной. Сейчас, в последние 2 года этого почти не случается, а раньше- легко так вели себя некоторые.
",0.0
"Правда? :3 Покажи покажи покажи!)
",0.0
"Чо сразу гитлер.джипег
",0.0
"Эк ты витиевато конский хуй назвал...
",0.0
"Не осмос виноват, а соли кальция и магния, которые делают воду жесткой. Обратный осмос через мембраны под напором убирает все примеси, которые больше по размеру. После мембран обратного осмоса ставятся обычно блоки минерализации, чтобы хоть как-то добавить немного полезгого, что ушло через мембраны.
",0.0
"Истинно так. Но мрии жидов вертят шариком несколько тысяч лет. Мрии хохлов же больше напоминают бредни душевнобольных. Тут я более доверяю иудеям. Они вызывают больше доверия, более ответственны и потенциальны. Мой выбор - жиды.
",0.0
"Ты, видимо, не совсем понимаешь, что такое ложь . Толясик в видосиках никогда не врал. Ошибался? Да. Врал? Никогда.
",0.0
"Вас не смущает такая ересь как жалоба на не выезд скорой? Так скорая и не выезжает на трупы. Скорая медицинская помощь подразумевает ПОМОЩЬ! Далее, жалоба на то, что следователь не имеющий мед образования зафиксировал смерть. Не думаю что там конченные дебилы. Все таки на улице март, а это минусовые температуры (на фото снег), что бы поставить диагноз много ума не надо. Трупное окоченение, да и тот факт что тело стало ледышкой - диагноз. Асфиксия такое дело, что если тело холодное - смерть 100 . Дальше сами будете думать, или мне это делать за Вас? Предупреждаю, работаю только по предоплате.
",0.0
"Блять как не крути а люди есть херовые а есть нормальные. Есть которые на работу ходят и тянут семью, а есть мразь которая привыкла забирать у безпомощных. И с оружием так же, в Сибири у мужиков ружьям по пол века, а они до сих пор как новые. А ведь и у тех мужиков и у этих, от оружия зависит жизнь. Если в двух словах- черножопые мрази
",0.0
"А как твой ник читается, а то я не ебу.
",0.0
"представь тебя убуханного подберут обогреют и выебут Значит, я сам виноват, нехуй мне было набухиваться где попало и валяться на улице, серьезно.
",0.0
"2. Запрещены посты не по теме, посты о поиске фильмов и неинформативные посты (в том числе посты в стиле Сегодня день рождения у ... , сегодня прошло N лет со дня выхода фильма ... и тому подобные, не несущие никакой информации помимо самой даты).
",0.0
"А ты потрогай её снаружи
",0.0
"Я поняла. Это для таких критиков, как вы, пишут вот это все не кидайте тапками чукча не писатель и тп?)
",0.0
"Если обезьяна наберет в род дерьма и плюнет в меня - я не стану плеваться дерьмом в ответ. Люди так не делают, но как объяснить это обезьяне? (Вопрос, понятное дело, риторический: нахера вообще что-то объяснять тупой обезьяне. )
",0.0
"То на них пьяное быдло просто так напало и они его убили пьяное быдло плиз
",0.0
"Сорян, по помойкам не шарюсь
",0.0
"Гавно разное поддерживал, туда и дорога. И Собчак туда же, чтоб здесь чище было. Земля стекловатой вместе с борькой - алкашом.
",0.0
"Посмотрел твой профиль. Единственный авторский пост, и тот не зашел.. Остальное сплошная политота.
",0.0
"Хорошая фотография! Потрясающий город. Прям сразу вспоминаются атмосфера, пиво, мясо..
",0.0
"Как же любитель одноразовой посуды вновь и вновь нелепо обсерается, противореча своим же тезисам. Фанаты, нахуй вы взрастили это чудовище? Я уверен, что про пекабу, даквший ему в своё время старт этот белобрысый петух очевидно забыл. Хррррррррррк-тьфу.
",0.0
"блин( твоя правда, заблочу её
",0.0
"Капустку с морковкой на глаз?!!! Да ты крут! У меня ьы глаза лопнули.
",0.0
"Добавил и отнял единицу? А можно ещё более наглядно для особо тупых? Я то про боковушку сказал... А судя по тому как написано - я тоже думаю что писали ученики. Я бы так написать не смог, лишний квадрат, прибавление-отнимание единицы вместо того чтобы разбить число...
",0.0
"Подпись то перед картинкой, то после, ну ты и садист)
",0.0
"Стартер с аннигиляционной баркой(4000р) 8 красок и 2 проливки( 2600р) грунт, клей, нож и остальное по мелочи( 2000р), итого где-то 8600р
",0.0
"Конечно, я вас не поняла. Мы оба комментируем OMGh5LoL, в той истории нигде не усматривается, что ребёнок испугался. Там скорее родители испугались противодействия родителей остальных детей",0.0
А вот у него мать пахала!,0.0
а зачем сносить отличную систему и ставить винду?,0.0
"В смысле? Ну, обхвптываешь и как раз пальцы касаются друг друга",0.0
"Год как поменял все лампочки на гаусс, пока ни одна из строя не вышла. Про охлаждение не совсем понятно, вот у меня был включен свет около часа, они по прежнему выкручиваются руками, то есть нагрелись не сильно. Не похоже, чтобы это было им критично. У бабули лампы osram вкрутил больше двух лет назад, когда они ещё стоили не гуманно, просто она сама не может на стул встать поменять если перегорят - в общем, за два с лишним годом полёт нормальный, светят отменно, ни одна из строя не вышла. Перед гаусом были какие-то хрен пойми из метро лампочки, большинство не прожили и года. Пока остальные помрут не стал ждать, поменял все сразу везде.",0.0
"Перейдя в учебную группу FSA10 видим, что группа закрыта и что скорее всего она использовалась(используется) для обучения студентов. В группе аж целых 128 человек) И БИНГО! В шапке группы нас ждёт клад, всё тот же сайт: Это может значит только одно, что сайт действительно является настоящим и используется для обучения студентов. Какие мотивы были у автора, чтобы соврать и выстроить ложные обвинения, мне непонятно. Возможно, ныне популярная ловля хайпа на обсирании других, либо чей то заказ - точно мы не узнаем. Лично я вижу такую картину: преподаватель разошёлся с вышеупомянутой академией автора и решил дальше сам продолжать вести курс и обучение. Возможно, была договоренность о первоначальной использовании лицензии, которая осталась у академии. Но видимо, что то пошло не так и академия вздулась на преподавателя да так, что отрицает существование данного курса и сайта)",0.0
"не так активно, мне кажется они еще обкатывают это продукт. Нафига нужен никотин без дыма? вэйпы тоже народ активно парит",0.0
I believe I can touch the sky,0.0
В Ленинградской из Хабаровска,0.0
В спорт зал похожу тогда и зеркало можно. А пока не хочется лицезреть свои жирнинькие бочка.,0.0
"Позвольте узнать, скольких детей вы воспитали, дабы утверждать, что ребенок - это примитивный и легко предсказуемый алгоритм, в котором нельзя - значит нельзя? Удобно все и всегда на воспитание спихивать, вроде я ничего в жизни не добился, но не потому что я нихера делать не хочу, а потому что меня так воспитали, моей вины в этом вообще нет. И родители не виноваты, их тоже так воспитали. Адам с Евой всю ответственность несут, а мы так, по течению плывем. Значит люди, которые имеют проблемы с алкоголем - быдло. Люди, дети которых причинили любой вред чужой собственности - быдло. Но может тогда и люди, которые перестают следить за своим здоровьем и мало двигаются - быдло, ведь они тоже осознают риски? Люди, которые вместо саморазвития приходят домой и смотрят сериальчики, просто потому что им лень что-то делать еще, они тоже быдло, ведь разница с алкоголиками в способе отдохнуть, структурно никакой разницы? Но тогда логичный вопрос, а есть ли НЕ быдло на нашей планете?",0.0
Не дает на 4м свидании-не стоит тратить время.,0.0
"Мне похер на оценки.Всегда пишу то,что думаю.",0.0
"Передайте , который меня в чс кинул, что это не русский портал. То, что тут посты выходят на русском ещё на означает, что он русский. Тут сидят люди с Украины, Беларуси, Казахстана и других стран, в которых разговаривают на русском.",0.0
"А сейчас там ботов больше чем живых, по сути тоже самое",0.0
"Я вообще смысла пассажа не понял. В чем Ваша мысль? Что образование надо дать только платно? Ну ну. А человеческий капитал, общий уровень образования, социализацию и развитие мозга в подростковом возрасте куда? В Англии нормальное среднее образование. Я про Англию и Европу пишу. Тут есть система образования. Среднее образование бесплатно и даётся всем. Это база для получения дополнительной профессии и для ВУЗа. Кто не хочет учиться, использует это среднее для самой простой работы. Система работает.",0.0
